Strategy,累计收益率,年化收益率,夏普比率,索提诺比率,最大回撤,波动率,胜率
等权重策略_TestYear_2019,0.008616890884694861,0.008616890884694861,2.002907354567953,2.530866545937353,0.002337564489301309,0.004305529781542131,0.5697211155378487
价格反向策略_TestYear_2019,4.354294702579864e-12,4.354294702579864e-12,2.2640050554191617,2.7734346537846566,1.205480657515494e-12,1.9309793010959767e-12,0.5936254980079682
动量策略_TestYear_2019,0.0058711566570199825,0.0058711566570199825,2.2536748521874697,3.818209828662275,0.001362214909717321,0.0026094198315255307,0.5418326693227091
均值回归策略_TestYear_2019,0.0012965573208671977,0.0012965573208671977,0.45888573786877657,0.5316597188048954,0.0016933780589645038,0.0028436848475100023,0.5338645418326693
成交量加权策略_TestYear_2019,0.008616890884694861,0.008616890884694861,2.002907354567953,2.530866545937353,0.002337564489301309,0.004305529781542131,0.5697211155378487
