date,open,high,low,close,adjcp,volume,tic
2016-01-04,23.2143,23.8431,23.0794,23.8381,23.8381,277711473.0,AAPL
2016-01-04,130.014,130.2,127.629,129.446,129.446,5776554.8703763,AMGN
2016-01-04,32.8145,32.8858,31.3755,31.8495,31.8495,165113400.0,AMZN
2016-01-04,61.2173,61.3007,60.0313,60.7677,60.7677,10264760.817086,AXP
2016-01-04,126.79,127.06,125.03,126.01,126.01,6373428.0,BA
2016-01-04,55.0921,56.0864,54.1391,56.0085,56.0085,10415867.293125,CAT
2016-01-04,77.14,77.21,75.64,76.71,76.71,4900496.0,CRM
2016-01-04,21.3301,21.3527,20.9157,21.3438,21.3438,42928222.531862,CSCO
2016-01-04,66.2049,66.635,64.7565,65.7026,65.7026,15392967.64178,CVX
2016-01-04,97.299,97.571,95.982,97.163,97.163,13268791.0,DIS
2016-01-04,154.484,155.699,152.701,155.649,155.649,4227145.9060871,GS
2016-01-04,110.647,111.491,110.097,111.491,111.491,9460865.6746822,HD
2016-01-04,88.0804,88.9492,87.5258,88.8891,88.8891,3849272.824531,HON
2016-01-04,98.9196,99.2121,97.9728,99.1923,99.1923,7153394.1896706,IBM
2016-01-04,27.7669,27.8743,27.4201,27.8578,27.8578,32307884.803671,INTC
2016-01-04,84.4706,84.55,82.5917,83.4527,83.4527,15314588.979901,JNJ
2016-01-04,52.8918,52.9821,52.1156,52.6186,52.6186,30655940.121966,JPM
2016-01-04,33.8385,33.9687,33.54,33.8885,33.8885,20069824.867019,KO
2016-01-04,98.501,98.9342,97.3395,98.7962,98.7962,11556252.552399,MCD
2016-01-04,119.002,119.225,116.872,118.004,118.004,4076904.0799983,MMM
2016-01-04,39.6167,40.0767,39.3122,39.9777,39.9777,22529372.753738,MRK
2016-01-04,47.9147,48.3376,47.0941,48.3376,48.3376,55952581.411248,MSFT
2016-01-04,56.7221,57.4648,56.488,57.1029,57.1029,12508395.817876,NKE
2016-01-04,64.1888,64.3003,63.5149,64.1977,64.1977,14061778.920107,PG
2016-01-04,94.1421,94.3222,92.4522,93.5161,93.5161,3347299.6630701,TRV
2016-01-04,101.625,101.625,99.5482,101.203,101.203,5741667.0,UNH
2016-01-04,71.1442,71.4432,70.1623,70.8082,70.8082,14406259.0,V
2016-01-04,33.1812,33.3511,32.9568,33.3278,33.3278,24518852.32244,VZ
2016-01-04,17.1725,17.4535,17.1324,17.4454,17.4454,42207608.239846,WMT
2016-01-05,23.9239,23.9487,23.1702,23.2372,23.2372,233044660.0,AAPL
2016-01-05,130.014,130.991,128.576,129.319,129.319,2764697.7591673,AMGN
2016-01-05,32.343,32.3455,31.3825,31.6895,31.6895,89591980.0,AMZN
2016-01-05,60.5713,60.8769,59.0398,59.8328,59.8328,12020978.409095,AXP
2016-01-05,126.44,127.06,125.33,126.52,126.52,3735426.0,BA
2016-01-05,56.3311,56.3765,54.7153,55.4235,55.4235,7429928.6359849,CAT
2016-01-05,77.07,77.97,76.67,77.05,77.05,2648808.0,CRM
2016-01-05,21.449,21.5472,21.1573,21.2496,21.2496,25547688.264703,CSCO
2016-01-05,65.8517,66.2936,64.9583,66.2672,66.2672,10635545.734583,CVX
2016-01-05,96.862,96.862,94.24,95.192,95.192,17151256.0,DIS
2016-01-05,155.297,155.983,151.954,152.984,152.984,5142403.9890363,GS
2016-01-05,111.56,112.197,110.588,110.951,110.951,6250250.2644595,HD
2016-01-05,88.9492,89.7758,88.632,89.6151,89.6151,2943910.8840886,HON
2016-01-05,99.7784,99.8762,98.4022,99.1242,99.1242,5378751.9152754,IBM
2016-01-05,27.8323,27.8655,27.4797,27.7258,27.7258,18651390.652671,INTC
2016-01-05,83.532,84.249,83.5243,83.7948,83.7948,7787145.0962417,JNJ
2016-01-05,52.6844,53.0391,52.1392,52.708,52.708,19989167.582012,JPM
2016-01-05,33.8161,34.0695,33.7055,34.0078,34.0078,19730234.462859,KO
2016-01-05,98.6387,100.154,98.5404,100.134,100.134,7510787.7252204,MCD
2016-01-05,118.004,118.576,117.036,118.547,118.547,3341987.6691853,MMM
2016-01-05,40.2118,40.7302,40.1176,40.4867,40.4867,14539614.753442,MRK
2016-01-05,48.4519,48.8592,48.109,48.5564,48.5564,36803727.305303,MSFT
2016-01-05,57.2873,58.0955,57.2873,57.9022,57.9022,9838298.2211392,NKE
2016-01-05,64.2559,64.683,64.0644,64.4028,64.4028,9698631.0674973,PG
2016-01-05,93.4699,94.1618,93.1274,93.9394,93.9394,2199909.9399391,TRV
2016-01-05,101.451,102.475,101.013,101.413,101.413,3219709.0,UNH
2016-01-05,71.3212,71.5656,70.6587,71.3397,71.3397,9592634.0,V
2016-01-05,33.5668,33.8193,33.1511,33.7853,33.7853,21509276.694557,VZ
2016-01-05,17.6066,17.8961,17.5554,17.8596,17.8596,46916228.110006,WMT
2016-01-06,22.7512,23.1612,22.5938,22.7829,22.7829,297237723.0,AAPL
2016-01-06,126.729,129.105,126.641,128.126,128.126,4008131.8851159,AMGN
2016-01-06,31.1,31.9895,31.0155,31.6325,31.6325,80642780.0,AMZN
2016-01-06,58.9148,59.1936,58.0087,58.1724,58.1724,10799535.752053,AXP
2016-01-06,124.51,124.96,123.11,124.51,124.51,4743385.0,BA
2016-01-06,54.3512,55.0674,54.0573,54.5515,54.5515,8059191.7488667,CAT
2016-01-06,75.72,77.33,75.63,76.29,76.29,3484285.0,CRM
2016-01-06,21.0787,21.1279,20.8686,21.0227,21.0227,33666295.414468,CSCO
2016-01-06,64.6598,64.9125,62.9755,63.6484,63.6484,19613846.608547,CVX
2016-01-06,93.758,95.723,93.74,94.689,94.689,14765921.0,DIS
2016-01-06,150.514,151.151,148.603,149.22,149.22,6302369.8487085,GS
2016-01-06,109.734,110.451,109.361,109.793,109.793,9639557.0725314,HD
2016-01-06,88.5127,88.837,87.9572,88.6005,88.6005,2678890.6799299,HON
2016-01-06,98.0606,98.9097,97.475,98.6462,98.6462,5907737.9720233,IBM
2016-01-06,27.2511,27.4719,26.8819,27.1104,27.1104,28594955.752622,INTC
2016-01-06,82.8986,83.8509,82.7171,83.3752,83.3752,9311140.5046156,JNJ
2016-01-06,51.8729,52.207,51.5605,51.9486,51.9486,27761795.914965,JPM
2016-01-06,33.726,33.9755,33.6017,33.8209,33.8209,20325367.011429,KO
2016-01-06,99.13,100.193,98.9728,99.4937,99.4937,7788094.5302726,MCD
2016-01-06,117.026,117.162,115.302,116.134,116.134,3728494.0397354,MMM
2016-01-06,39.9981,40.335,39.7705,39.9306,39.9306,16364996.286722,MRK
2016-01-06,47.9147,47.985,47.3149,47.6755,47.6755,41797111.169524,MSFT
2016-01-06,56.8977,57.5848,56.7588,57.0742,57.0742,7057222.4930568,NKE
2016-01-06,63.6245,64.1276,63.1707,63.7784,63.7784,11659653.750304,PG
2016-01-06,92.9492,93.3469,92.3115,92.712,92.712,2035694.6235826,TRV
2016-01-06,100.648,101.384,99.5282,100.401,100.401,3080129.0,UNH
2016-01-06,70.1525,70.9479,70.0129,70.4016,70.4016,17203562.0,V
2016-01-06,33.459,33.796,33.3026,33.4784,33.4784,25944917.491564,VZ
2016-01-06,17.7343,18.1517,17.7313,18.0374,18.0374,58354934.190951,WMT
2016-01-07,22.3256,22.6528,21.8171,21.821,21.821,338668741.0,AAPL
2016-01-07,125.155,127.901,125.028,125.105,125.105,4165374.4754594,AMGN
2016-01-07,31.09,31.5,30.2605,30.397,30.397,138097100.0,AMZN
2016-01-07,57.167,58.0185,56.9655,57.6463,57.6463,12533321.724243,AXP
2016-01-07,122.32,122.55,118.84,119.28,119.28,7817365.0,BA
2016-01-07,53.6104,53.9763,52.4424,52.6703,52.6703,10421487.261482,CAT
2016-01-07,75.13,75.6,73.47,74.3,74.3,6970666.0,CRM
2016-01-07,20.6015,20.8028,20.302,20.5376,20.5376,51172476.512599,CSCO
2016-01-07,62.5257,63.4114,61.1349,61.3914,61.3914,20774138.85147,CVX
2016-01-07,93.363,95.618,92.947,93.872,93.872,15438913.0,DIS
2016-01-07,146.476,148.926,143.761,144.644,144.644,6451710.9469399,GS
2016-01-07,107.958,108.743,106.044,106.663,106.663,14746734.897491,HD
2016-01-07,87.1307,87.6262,85.5456,85.9998,85.9998,3941621.1676507,HON
2016-01-07,97.5434,98.5291,96.6445,96.9432,96.9432,9625945.8995926,IBM
2016-01-07,26.454,27.0518,26.0965,26.0965,26.0965,42202961.587201,INTC
2016-01-07,82.474,83.1242,82.1209,82.4053,82.4053,11357258.971878,JNJ
2016-01-07,50.8315,51.2785,49.6899,49.8491,49.8491,33374125.860946,JPM
2016-01-07,33.2905,33.6565,33.1289,33.266,33.266,25594470.919265,KO
