date,open,high,low,close,adjcp,volume,tic
2019-01-02,36.9473,37.8876,36.7848,37.6668,37.6668,155289425.0,AAPL
2019-01-02,170.959,171.555,167.791,170.402,170.402,3388596.9996972,AMGN
2019-01-02,73.26,77.668,73.0465,76.9565,76.9565,159662060.0,AMZN
2019-01-02,88.729,90.9611,88.6,90.4013,90.4013,4419109.7103154,AXP
2019-01-02,307.23,314.77,304.82,314.64,314.64,3388287.0,BA
2019-01-02,112.064,115.527,111.127,114.166,114.166,5294427.838503,CAT
2019-01-02,133.4,136.83,133.05,135.55,135.55,4783943.0,CRM
2019-01-02,37.445,38.2571,37.3812,38.0391,38.0391,26911400.39129,CSCO
2019-01-02,89.5199,93.1521,89.3327,92.33,92.33,7654765.063351,CVX
2019-01-02,106.79,107.81,106.43,107.66,107.66,9842294.0,DIS
2019-01-02,150.524,157.806,149.653,157.609,157.609,4365811.911604,GS
2019-01-02,154.209,157.369,153.639,156.691,156.691,4669073.2043532,HD
2019-01-02,120.117,121.86,119.476,121.604,121.604,2987771.1447043,HON
2019-01-02,92.1348,95.371,91.8401,94.7435,94.7435,5155174.5646829,IBM
2019-01-02,41.0115,42.3575,40.8415,42.0108,42.0108,21040154.805363,INTC
2019-01-02,115.315,115.531,113.647,114.962,114.962,8480359.1022843,JNJ
2019-01-02,84.9037,88.293,84.8948,87.8804,87.8804,17709389.37568,JPM
2019-01-02,41.4234,41.6652,41.0838,41.4147,41.4147,13149236.719721,KO
2019-01-02,159.795,160.582,158.645,160.375,160.375,2822864.9471786,MCD
2019-01-02,162.87,165.62,161.911,165.592,165.592,2854199.7783778,MMM
2019-01-02,62.8902,63.4741,62.3126,63.1391,63.1391,17272502.329361,MRK
2019-01-02,93.8301,95.9076,93.2549,95.3129,95.3129,37482767.465955,MSFT
2019-01-02,70.0654,71.8474,69.4893,71.2881,71.2881,7025596.7156564,NKE
2019-01-02,82.2328,82.5593,81.2393,82.4597,82.4597,10896992.822201,PG
2019-01-02,107.01,107.66,105.947,106.892,106.892,1969164.3454925,TRV
2019-01-02,222.903,224.128,219.701,221.526,221.526,4466455.0,UNH
2019-01-02,124.469,128.074,124.088,127.285,127.285,9177787.0,V
2019-01-02,46.8357,46.8357,46.1034,46.7163,46.7163,16750701.931042,VZ
2019-01-02,28.1102,28.727,28.1102,28.6316,28.6316,26577990.203503,WMT
2019-01-03,34.3439,34.7546,33.8697,33.9151,33.9151,382827194.0,AAPL
2019-01-03,170.637,172.435,167.527,167.821,167.821,4475108.6766546,AMGN
2019-01-03,76.0005,76.9,74.8555,75.014,75.014,139511440.0,AMZN
2019-01-03,89.9309,90.2991,88.4471,88.6386,88.6386,5034796.8672637,AXP
2019-01-03,310.43,310.67,300.63,302.08,302.08,5872084.0,BA
2019-01-03,113.199,113.386,108.809,109.775,109.775,6825073.4592714,CAT
2019-01-03,133.48,134.78,130.1,130.4,130.4,6365650.0,CRM
2019-01-03,37.7514,37.8496,36.5553,36.6555,36.6555,33173341.89687,CSCO
2019-01-03,92.6216,92.8264,90.1325,90.5577,90.5577,7788374.5849885,CVX
2019-01-03,107.17,107.34,104.66,105.05,105.05,10724168.0,DIS
2019-01-03,156.336,157.355,154.16,155.288,155.288,4432341.962758,GS
2019-01-03,156.141,156.141,152.845,153.217,153.217,5293650.3762994,HD
2019-01-03,121.87,122.667,119.072,119.998,119.998,3451301.4591548,HON
2019-01-03,94.1989,94.4907,92.6804,92.8765,92.8765,5284949.3130837,IBM
2019-01-03,41.1814,41.2986,39.6097,39.6986,39.6986,36161082.310988,INTC
2019-01-03,115.315,115.432,112.814,113.138,113.138,9617137.3585442,JNJ
2019-01-03,87.9964,88.2174,86.2555,86.6297,86.6297,18256776.362928,JPM
2019-01-03,41.3168,41.8032,41.0604,41.1572,41.1572,16674252.898714,KO
2019-01-03,159.824,160.729,158.861,159.333,159.333,4092735.1238355,MCD
2019-01-03,163.277,163.277,158.598,159.363,159.363,3872459.9686488,MMM
2019-01-03,63.1151,63.4576,61.6859,61.8451,61.8451,15890758.797924,MRK
2019-01-03,94.3432,94.43,91.6158,91.8045,91.8045,45173683.603213,MSFT
2019-01-03,70.5098,70.5762,68.5433,70.0288,70.0288,8318693.7856762,NKE
2019-01-03,82.1529,83.5617,81.6468,81.8786,81.8786,10870908.955248,PG
2019-01-03,106.607,106.823,104.795,104.992,104.992,2072398.1459177,TRV
2019-01-03,221.516,221.516,214.85,215.49,215.49,5081491.0,UNH
2019-01-03,125.612,125.682,122.467,122.711,122.711,9846458.0,V
2019-01-03,46.9532,47.5283,46.7522,46.8853,46.8853,23076683.904932,VZ
2019-01-03,28.5919,29.0517,28.4356,28.4844,28.4844,26984043.513957,WMT
2019-01-04,34.4737,35.4327,34.3001,35.3619,35.3619,245710666.0,AAPL
2019-01-04,170.021,174.518,169.454,173.56,173.56,4722360.0821202,AMGN
2019-01-04,76.5,79.7,75.9155,78.7695,78.7695,183651500.0,AMZN
2019-01-04,90.4797,93.3053,90.0331,92.6334,92.6334,4888224.0708424,AXP
2019-01-04,307.71,319.12,307.12,317.81,317.81,4578595.0,BA
2019-01-04,112.192,116.197,111.758,115.773,115.773,6040092.4172176,CAT
2019-01-04,133.5,139.32,132.22,137.96,137.96,6650568.0,CRM
2019-01-04,37.3518,38.3749,37.066,38.3072,38.3072,30829600.782653,CSCO
2019-01-04,91.9818,92.567,91.3029,92.4402,92.4402,9534617.9579795,CVX
2019-01-04,106.64,109.41,105.96,108.29,108.29,10246483.0,DIS
2019-01-04,158.473,161.227,156.728,160.373,160.373,4135338.2720792,GS
2019-01-04,154.631,158.792,154.052,157.761,157.761,5241005.3091393,HD
2019-01-04,122.343,124.58,121.821,124.196,124.196,3884449.9554182,HON
2019-01-04,94.5083,96.6445,94.1238,96.5001,96.5001,5444344.2640269,IBM
2019-01-04,40.9011,42.4484,40.6374,42.1348,42.1348,39724808.746125,INTC
2019-01-04,114.383,115.766,114.06,115.04,115.04,9814168.1410408,JNJ
2019-01-04,88.4119,90.0368,87.6731,89.8286,89.8286,18984048.767329,JPM
2019-01-04,41.2551,41.9774,41.1572,41.9774,41.9774,14747148.853044,KO
2019-01-04,160.345,163.257,160.041,162.381,162.381,3506548.6727674,MCD
2019-01-04,161.959,166.482,161.32,165.92,165.92,3453657.4082872,MMM
2019-01-04,62.4283,63.9,62.3477,63.7076,63.7076,16853151.178016,MRK
2019-01-04,93.9922,96.6129,93.2452,96.0834,96.0834,46746238.450528,MSFT
2019-01-04,70.7021,72.3105,70.3838,71.8573,71.8573,8149205.7979878,NKE
2019-01-04,82.0601,83.5517,81.6379,83.5517,83.5517,11696020.943344,PG
2019-01-04,106.242,108.161,105.76,108.074,108.074,1969604.3041108,TRV
2019-01-04,218.17,221.496,217.27,217.996,217.996,5899730.0,UNH
2019-01-04,124.879,128.887,124.596,127.997,127.997,11556585.0,V
2019-01-04,47.1116,47.4447,46.661,47.0028,47.0028,20427255.779766,VZ
2019-01-04,28.5919,28.7303,28.4323,28.6623,28.6623,26175090.353395,WMT
2019-01-07,35.4662,35.4978,34.7999,35.2809,35.2809,229656271.0,AAPL
2019-01-07,172.944,177.041,172.279,175.896,175.896,3414963.145948,AMGN
2019-01-07,80.1155,81.728,79.4595,81.4755,81.4755,159864260.0,AMZN
2019-01-07,92.7555,93.8481,92.0438,93.1346,93.1346,3466819.2866067,AXP
2019-01-07,321.15,321.32,314.18,318.8,318.8,4147904.0,BA
2019-01-07,116.197,117.066,114.452,115.853,115.853,5150995.9873422,CAT
2019-01-07,141.02,143.39,138.79,142.22,142.22,9064840.0,CRM
2019-01-07,38.2492,38.9524,38.1628,38.5645,38.5645,21835749.091897,CSCO
2019-01-07,92.6216,94.2076,91.6882,93.6447,93.6447,6848996.6504973,CVX
2019-01-07,108.58,110.05,107.98,109.23,109.23,6796716.0,DIS
2019-01-07,160.54,162.892,157.826,161.247,161.247,3440836.8617344,GS
2019-01-07,157.967,161.903,157.967,160.882,160.882,5423855.2831277,HD
2019-01-07,123.939,125.476,122.836,124.874,124.874,3191799.3159271,HON
2019-01-07,96.6543,97.7386,95.9595,97.1823,97.1823,4560956.8438377,IBM
2019-01-07,42.0284,42.8254,41.7148,42.3312,42.3312,25480510.976501,INTC
2019-01-07,114.854,115.511,114.118,114.285,114.285,9339302.3267977,JNJ
2019-01-07,89.5928,90.5182,88.9474,89.8797,89.8797,17297538.116457,JPM
2019-01-07,41.9774,42.1379,41.3814,41.4323,41.4323,14885024.659923,KO
2019-01-07,162.274,165.677,162.274,164.161,164.161,3603913.7710307,MCD
2019-01-07,165.96,166.763,163.605,165.533,165.533,2493230.3381706,MMM
2019-01-07,63.6083,63.875,62.9912,63.0057,63.0057,18043506.116655,MRK
2019-01-07,95.81,97.3416,95.1802,96.2065,96.2065,37829477.308599,MSFT
2019-01-07,71.9416,73.5064,71.5182,72.8856,72.8856,8502992.7740559,NKE
2019-01-07,83.0299,83.5617,82.5682,83.2183,83.2183,9976655.9167996,PG
2019-01-07,107.68,108.89,107.217,107.757,107.757,1188880.9706617,TRV
2019-01-07,218.704,220.158,216.735,218.419,218.419,4542675.0,UNH
2019-01-07,128.758,131.33,128.359,130.265,130.265,13501781.0,V
2019-01-07,47.3369,47.7526,47.1611,47.3029,47.3029,19603647.727903,VZ
2019-01-07,28.7176,29.1934,28.5824,29.0,29.0,25394502.983186,WMT
2019-01-08,35.6751,36.2132,35.4249,35.9531,35.9531,171998998.0,AAPL
2019-01-08,176.895,178.595,174.655,178.146,178.146,3705261.8008999,AMGN
2019-01-08,83.2345,83.8305,80.8305,82.829,82.829,177628560.0,AMZN
2019-01-08,93.6279,94.4169,92.5192,93.5921,93.5921,3401644.3628315,AXP
2019-01-08,324.65,331.58,323.21,330.87,330.87,4874706.0,BA
2019-01-08,117.362,118.772,115.853,117.234,117.234,4651776.7526595,CAT
2019-01-08,144.73,146.46,142.891,145.72,145.72,9057281.0,CRM
2019-01-08,38.8856,39.2165,38.4663,38.8777,38.8777,24730260.818716,CSCO
2019-01-08,94.5839,94.9224,93.1424,93.2078,93.2078,6803770.4866638,CVX
2019-01-08,110.45,111.2,109.83,110.07,110.07,8837374.0,DIS
2019-01-08,162.843,163.147,158.383,160.657,160.657,2939344.2295877,GS
2019-01-08,162.265,163.208,159.568,161.657,161.657,5196700.8314668,HD
2019-01-08,125.535,126.264,123.919,124.629,124.629,2857513.0327235,HON
2019-01-08,98.412,99.1637,97.8655,98.5583,98.5583,5791935.6552783,IBM
2019-01-08,42.6535,42.8577,41.7421,42.6007,42.6007,25494416.406827,INTC
2019-01-08,115.354,117.433,114.943,116.943,116.943,10391520.676384,JNJ
2019-01-08,90.6618,90.8326,88.802,89.7186,89.7186,15221556.152078,JPM
2019-01-08,41.6965,41.9774,41.5056,41.8981,41.8981,17474652.717849,KO
2019-01-08,165.755,166.06,163.877,164.525,164.525,3228944.979506,MCD
2019-01-08,167.363,168.322,164.41,166.231,166.231,2859496.0974665,MMM
2019-01-08,63.3752,63.6584,62.8865,63.4741,63.4741,13590231.179705,MRK
2019-01-08,97.1208,98.0059,95.8784,96.8953,96.8953,33435308.558634,MSFT
2019-01-08,73.9546,74.5049,73.3478,73.8594,73.8594,9151451.8041165,NKE
2019-01-08,83.7432,84.0944,82.946,83.5241,83.5241,10573038.148185,PG
2019-01-08,108.733,108.86,106.42,107.336,107.336,1541380.286404,TRV
2019-01-08,220.486,222.703,218.083,221.345,221.345,3977405.0,UNH
2019-01-08,132.1,132.306,130.175,130.977,130.977,9653003.0,V
2019-01-08,47.7594,48.9462,47.5777,48.6878,48.6878,25690185.518213,VZ
2019-01-08,29.1596,29.3728,28.8065,29.2019,29.2019,23475046.632496,WMT
2019-01-09,36.0821,36.8586,35.691,36.5659,36.5659,189078304.0,AAPL
2019-01-09,179.71,180.179,177.276,177.912,177.912,3231642.8434154,AMGN
2019-01-09,82.649,83.39,82.07,82.971,82.971,126976020.0,AMZN
2019-01-09,93.6755,94.4844,93.1177,93.7619,93.7619,3114265.1159541,AXP
2019-01-09,333.24,337.34,331.2,334.08,334.08,4336850.0,BA
2019-01-09,118.438,119.444,117.372,117.697,117.697,5385588.1044609,CAT
2019-01-09,146.89,147.5,144.53,145.99,145.99,5445930.0,CRM
2019-01-09,39.1536,39.1536,38.5291,38.6607,38.6607,25367391.478005,CSCO
2019-01-09,93.991,95.0775,93.7931,94.4612,94.4612,8508723.6597982,CVX
2019-01-09,110.45,111.44,110.21,111.31,111.31,6004417.0,DIS
2019-01-09,161.314,162.775,160.246,161.657,161.657,3625976.5599273,GS
2019-01-09,161.637,164.748,160.941,163.335,163.335,5416435.8778667,HD
2019-01-09,125.673,126.136,124.609,125.21,125.21,2160541.1302848,HON
2019-01-09,99.4364,99.8367,98.5877,99.2704,99.2704,4418043.7470439,IBM
2019-01-09,42.7961,43.3402,42.636,42.8391,42.8391,25276243.552641,INTC
2019-01-09,116.845,117.189,115.492,116.021,116.021,8226841.5189781,JNJ
2019-01-09,89.9268,90.535,89.1448,89.5653,89.5653,15951936.11887,JPM
2019-01-09,41.5467,41.7229,40.9733,41.0975,41.0975,20434330.985321,KO
2019-01-09,164.487,164.811,163.247,164.231,164.231,2942793.5493437,MCD
2019-01-09,167.587,168.198,165.98,166.763,166.763,2495140.3167894,MMM
2019-01-09,63.3901,63.7409,62.9142,62.9912,62.9912,13612667.346269,MRK
2019-01-09,97.8982,98.836,97.322,98.2982,98.2982,34248448.408605,MSFT
2019-01-09,74.0894,74.263,73.2911,73.7236,73.7236,8924990.8270461,NKE
2019-01-09,83.7342,83.974,82.0325,82.1607,82.1607,16621888.212219,PG
2019-01-09,108.054,108.91,107.453,108.074,108.074,1924699.0589873,TRV
2019-01-09,222.673,224.377,220.227,221.671,221.671,3765036.0,UNH
2019-01-09,132.414,133.565,131.768,132.52,132.52,10430554.0,V
2019-01-09,48.6034,48.6364,47.9041,48.0741,48.0741,21522919.152426,VZ
2019-01-09,29.3585,29.4908,29.071,29.1071,29.1071,20447736.980949,WMT
2019-01-10,36.3758,36.7208,35.9807,36.6833,36.6833,150010777.0,AAPL
2019-01-10,177.912,180.727,177.139,179.964,179.964,3526210.7316069,AMGN
2019-01-10,82.0505,83.1625,81.081,82.811,82.811,130153860.0,AMZN
2019-01-10,93.4016,93.61,92.8051,93.2209,93.2209,3714288.5275982,AXP
2019-01-10,336.69,343.45,333.28,342.6,342.6,5514493.0,BA
2019-01-10,116.217,120.272,114.965,120.124,120.124,3783850.4921893,CAT
2019-01-10,143.77,147.21,143.76,147.04,147.04,5116851.0,CRM
2019-01-10,38.4751,38.6361,38.0008,38.5919,38.5919,26081763.674299,CSCO
2019-01-10,93.8212,94.782,93.1708,94.6309,94.6309,7287344.517765,CVX
2019-01-10,110.64,111.55,110.15,111.44,111.44,6235348.0,DIS
2019-01-10,160.913,163.117,160.766,161.227,161.227,3066024.9895469,GS
2019-01-10,161.774,162.894,160.244,162.727,162.727,3967424.298098,HD
2019-01-10,124.747,127.269,124.245,127.082,127.082,2330237.7454466,HON
2019-01-10,98.7633,100.237,98.6657,100.169,100.169,4753996.9101678,IBM
2019-01-10,42.6085,43.4125,42.3047,43.3305,43.3305,30485188.268965,INTC
2019-01-10,114.913,116.885,114.913,116.747,116.747,6916610.6260194,JNJ
2019-01-10,89.2244,89.864,88.5564,89.5574,89.5574,16115711.680161,JPM
2019-01-10,41.1759,41.5556,40.893,41.538,41.538,18104564.06806,KO
2019-01-10,163.807,165.667,163.356,165.372,165.372,2742752.9174856,MCD
2019-01-10,165.533,168.081,164.255,167.887,167.887,2236268.0093311,MMM
2019-01-10,63.2152,63.2152,61.3693,62.2135,62.2135,21857958.018007,MRK
2019-01-10,97.2927,97.8005,96.4976,97.6639,97.6639,31900258.214442,MSFT
2019-01-10,72.8092,74.4475,72.6367,73.559,73.559,11582026.063059,NKE
2019-01-10,82.1065,82.6906,81.851,82.361,82.361,12289979.573678,PG
2019-01-10,107.954,109.618,107.837,109.55,109.55,1165423.962201,TRV
2019-01-10,220.246,223.037,219.642,222.779,222.779,3709013.0,UNH
2019-01-10,130.987,132.921,130.555,132.776,132.776,13069997.0,V
2019-01-10,48.2741,48.6209,47.9197,48.5364,48.5364,16922964.474353,VZ
2019-01-10,28.798,29.1348,28.5649,29.1286,29.1286,30631933.896264,WMT
2019-01-11,36.4675,36.6587,36.1364,36.3257,36.3257,113295175.0,AAPL
2019-01-11,178.175,178.478,175.829,178.096,178.096,3805930.4025154,AMGN
