date,open,high,low,close,adjcp,volume,tic,sma_5,sma_10,sma_20,sma_60,rsi_14,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,atr_14,roc_10,mfi_14,daily_return
2017-01-03,26.7811,26.9071,26.5337,26.8638,26.8638,119945221.0,AAPL,26.955460000000027,26.973170000000017,26.572200000000002,26.198394999999984,59.42604508085858,0.3020051586522179,0.30821815374595485,-0.006212995093736962,27.696335806742137,26.572200000000002,25.448064193257867,0.35937550108938104,0.15098813345115758,68.36927464331649,0.00291199068162995
2017-01-04,26.7937,26.9494,26.7711,26.8342,26.8342,88728325.0,AAPL,26.89850000000003,26.95849000000002,26.652310000000007,26.208149999999982,58.53525286383455,0.281116085653462,0.3027977401274563,-0.021681654473994283,27.59703877356337,26.652310000000007,25.707581226436645,0.34644153672585387,-0.5440865794448024,66.47770522050294,-0.0011018545403108648
2017-01-05,26.8106,27.0282,26.784,26.9731,26.9731,93810234.0,AAPL,26.89196000000003,26.950800000000015,26.72972500000001,26.212666666666646,61.45511007390141,0.27262674258431474,0.296763540618828,-0.02413679803451324,27.496383471223155,26.72972500000001,25.963066528776864,0.33913856981686424,-0.28428835489834325,65.45272866528047,0.00517623033293324
2017-01-06,27.0107,27.33,26.9397,27.2688,27.2688,133704230.0,AAPL,26.945140000000027,26.970210000000016,26.809145000000008,26.221124999999983,66.8128997573724,0.286457294395273,0.29470229137411696,-0.008244996978843955,27.441947375073305,26.809145000000008,26.17634262492671,0.3427929576870882,0.7169054504758909,64.18834620330793,0.010962774023008048
2017-01-09,27.2776,27.6246,27.2747,27.5182,27.5182,136794074.0,AAPL,27.091620000000027,27.032300000000014,26.888535000000008,26.22971333333332,70.53322772212044,0.3139238829150237,0.2985466096822983,0.015377273232725419,27.455404474481142,26.888535000000008,26.321665525518874,0.3437220321380106,2.308410137820527,63.48662887937054,0.009145983688317871
2017-01-10,27.4667,27.6127,27.3615,27.5477,27.5477,91603260.0,AAPL,27.22840000000003,27.091930000000012,26.94816000000001,26.240224999999988,70.94808332478857,0.33421908608103834,0.3056811049620463,0.02853798111899203,27.528789738816787,26.94816000000001,26.36753026118323,0.3371133155567242,2.212501020355151,62.945085108905744,0.0010720177918612794
2017-01-11,27.459,27.735,27.4284,27.6955,27.6955,114351501.0,AAPL,27.400660000000027,27.149580000000014,27.02261500000001,26.250686666666653,72.99914627779641,0.358101435158904,0.31616517100141783,0.04193626415748619,27.585303671556716,27.02261500000001,26.459926328443302,0.33493379301695814,2.1258158486669787,63.87396216911243,0.005365239203272809
2017-01-12,27.4945,27.593,27.3397,27.5832,27.5832,115319189.0,AAPL,27.522680000000026,27.207320000000017,27.069925000000012,26.25957333333332,69.01237622575415,0.3637733447195224,0.3256868057450387,0.038086538974483664,27.65368601231394,27.069925000000012,26.486163987686083,0.3364242363728896,2.1380592317205904,56.22820979095008,-0.004054810348251392
2017-01-13,27.5477,27.6659,27.4767,27.5309,27.5309,109809519.0,AAPL,27.575100000000027,27.26012000000001,27.114620000000013,26.267918333333323,67.17244669647957,0.35989950355225986,0.3325293453064829,0.027370158245776932,27.695826612486147,27.114620000000013,26.53341338751388,0.32590821948911175,1.9553455369608397,63.92236484086725,-0.0018960816729024499
2017-01-17,27.3714,27.8068,27.3417,27.7525,27.7525,138037885.0,AAPL,27.621960000000023,27.35679000000001,27.162955000000018,26.281269999999992,70.73290991162287,0.3704405168422724,0.3401115796136408,0.030328937228631614,27.786019762200503,27.162955000000018,26.539890237799533,0.33585048952560376,3.6090017845276323,65.88015803078821,0.00804913751457459
2017-01-18,27.7525,27.8661,27.6856,27.7506,27.7506,97621027.0,AAPL,27.662540000000025,27.44547000000001,27.209320000000012,26.294833333333326,70.662144126798,0.37432603418524835,0.3469544705279623,0.027371563657286047,27.861702610434488,27.209320000000012,26.556937389565537,0.3247540259880605,3.301096643066126,66.42295552545957,-6.846230069368353e-05
2017-01-19,27.6167,27.7744,27.6097,27.7034,27.7034,103094315.0,AAPL,27.664120000000025,27.53239000000001,27.245440000000013,26.30940333333333,68.82014067560131,0.3693391770131065,0.35143141182499116,0.01790776518811532,27.922774081231033,27.245440000000013,26.568105918768993,0.31332159556034195,3.2391500398744943,65.48106129261129,-0.001700864125460333
2017-01-20,27.8532,27.8532,27.6936,27.7525,27.7525,122861635.0,AAPL,27.697980000000022,27.610330000000012,27.280565000000017,26.320749999999997,69.70485060919142,0.3651399108296509,0.35417311162592313,0.010966799203727784,27.985993242343852,27.280565000000017,26.575136757656182,0.3023414815917462,2.8895455101564327,70.75275956306096,0.0017723456326661502
2017-01-23,27.7525,27.942,27.7015,27.7744,27.7744,84147245.0,AAPL,27.746680000000026,27.660890000000013,27.31555000000002,26.33024833333333,70.11220086564485,0.3594357574286029,0.3552256407864591,0.004210116642143824,28.045640217710062,27.31555000000002,26.585459782289977,0.2979242329066215,1.8541336619139814,78.27363343174738,0.0007891180974686218
2017-01-24,27.6493,27.7774,27.6394,27.7446,27.7446,97686964.0,AAPL,27.745100000000026,27.68353000000001,27.35791500000002,26.349476666666664,68.7574131283079,0.3484933494086526,0.3538791825108978,-0.005385833102245163,28.084332731815515,27.35791500000002,26.631497268184525,0.2865010734132915,0.8227282307708972,79.21029371647509,-0.0010729304683450014
2017-01-25,27.8463,28.2387,27.8166,28.1883,28.1883,136945706.0,AAPL,27.832640000000026,27.747590000000013,27.419760000000018,26.380241666666667,76.14775808594618,0.37134367532568646,0.35737208107385554,0.013971594251830921,28.205406527133114,27.419760000000018,26.63411347286692,0.3013295681694852,2.3254209970342554,79.90987575755219,0.015992301204558856
2017-01-26,28.136,28.3175,28.1231,28.201,28.201,109636202.0,AAPL,27.932160000000028,27.79814000000001,27.47386000000002,26.41414166666667,76.32041768870762,0.38602762098346943,0.3631031890557783,0.022924431927691113,28.316183629963824,27.47386000000002,26.631536370036216,0.29369174187166475,1.8252062609449338,80.16853504273831,0.00045054153673684816
2017-01-27,28.2484,28.2977,28.1231,28.2039,28.2039,86992355.0,AAPL,28.022440000000028,27.860210000000013,27.533765000000017,26.448828333333335,76.36249443374864,0.39336430067564976,0.3691554113797526,0.02420888929589715,28.40435693029603,27.533765000000017,26.663173069704005,0.2851851888808314,2.2502827808231096,73.89806546200455,0.00010283323286408574
2017-01-30,27.9676,28.1261,27.9054,28.1261,28.1261,128605008.0,AAPL,28.092780000000026,27.91973000000001,27.589925000000015,26.490023333333337,72.6336664539821,0.38842335968604047,0.3730090010410102,0.015414358645030268,28.461201734164952,27.589925000000015,26.71864826583508,0.2861362468179149,2.161934408246746,65.36043822476002,-0.0027584837557926845
2017-01-31,28.0189,28.0739,27.8955,28.0669,28.0669,172567039.0,AAPL,28.15724000000003,27.95117000000001,27.65398000000002,26.529848333333337,69.83908002807124,0.3754032679171324,0.37348785441623467,0.0019154135008977446,28.465699534319892,27.65398000000002,26.842260465680145,0.28216937204520687,1.1328709125304037,56.405742320860696,-0.002104806567565398
2017-02-01,29.3767,30.18,29.3708,29.775,29.775,476763638.0,AAPL,28.47458000000003,28.153610000000008,27.799540000000018,26.602763333333336,86.26249920871251,0.49718293085696885,0.3982268697043815,0.09895606115258737,28.961007188342325,27.799540000000018,26.63807281165771,0.4129501311848349,7.294977405893932,64.98763806946137,0.060858163886998495
2017-02-02,29.5976,29.9228,29.5512,29.7297,29.7297,138910389.0,AAPL,28.780320000000035,28.356240000000007,27.944315000000017,26.67876333333334,84.94148216499406,0.5833147701305492,0.435244449789615,0.1480703203409342,29.294831230593353,27.944315000000017,26.593798769406682,0.4099965503859179,7.31426467509404,63.895266170590624,-0.0015214105793449617
2017-02-03,29.6764,29.8754,29.6449,29.8479,29.8479,105966732.0,AAPL,29.109120000000036,28.565780000000007,28.088055000000015,26.75066833333334,85.56274444529446,0.6535785784488191,0.47891127552145585,0.1746673029273632,29.597135777790488,28.088055000000015,26.578974222209542,0.39717536821549515,7.550310782812342,63.97774613538504,0.003975822157640252
2017-02-06,29.8607,30.182,29.8094,30.1386,30.1386,112918995.0,AAPL,29.511620000000033,28.802200000000006,28.23154500000002,26.82485833333334,86.98491595515925,0.7243701253825208,0.5280030454936688,0.19636707988885194,29.934976384557654,28.23154500000002,26.528113615442383,0.39541998477153106,8.512155078057493,63.709789927078695,0.009739378649754382
2017-02-07,30.1917,30.5436,30.1721,30.4166,30.4166,156682443.0,AAPL,29.98156000000003,29.06940000000001,28.376465000000017,26.904388333333337,88.18368078431375,0.7937552960527121,0.5811534956054775,0.21260180044723465,30.292396133703836,28.376465000000017,26.4605338662962,0.39610427157356465,9.630702911557565,64.9746944409649,0.009224051548512469
